stat_Year,stateName,reportName,farmType,category,categoryValue,category2,category2Value,variableId,variableName,variableSequence,variableLevel,variableGroup,variableGroupId,variableUnit,variableDesc,variableIsInValid,estimate,median,statistic,rse,unreliable_Est,dec_Disp,series,serie_Dim,series2,serie2_Dim,series_Element,serie_Element_Dim,series2_Element,serie2_Element_Dim,fips_St,survey_Abb,survey_Dim,subject_Num,subject_Dim,topic_Abb,variable,topic_Dim,report_Num,report_Dim,state
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evmainr,Repairs and maintenance,170,3,,,Dollars per farm,"Amount paid by the operation for repairs and maintenance of motor vehicles, machinery and equipment, irrigation and frost protection equipment, farm buildings, the operator's dwelling, and any other labor dwellings, fencing, soil conservation structures, drainage structures, and any other farm or ranch structures (corrals, feedlots, feeding floors).",False,49026,29029.0,MEAN,2.7,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evmainr,Repairs and maintenance,"{'abb': 'evmainr', 'header': 'Repairs and maintenance', 'desc': ""Amount paid by the operation for repairs and maintenance of motor vehicles, machinery and equipment, irrigation and frost protection equipment, farm buildings, the operator's dwelling, and any other labor dwellings, fencing, soil conservation structures, drainage structures, and any other farm or ranch structures (corrals, feedlots, feeding floors)."", 'seq': 170, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVMAINR Repairs and maintenance'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evcwork,Machine-hire and custom work,180,3,,,Dollars per farm,"Amount spent by the operation for custom hauling and other custom work such as land tillage, planting or seeding, harvesting, and soil testing.  Custom work is defined as work preformed by machines and labor hired as a unit.",False,22275,60.0,MEAN,4.4,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evcwork,Machine-hire and custom work,"{'abb': 'evcwork', 'header': 'Machine-hire and custom work', 'desc': 'Amount spent by the operation for custom hauling and other custom work such as land tillage, planting or seeding, harvesting, and soil testing.  Custom work is defined as work preformed by machines and labor hired as a unit.', 'seq': 180, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVCWORK Machine-hire and custom work'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evcwork,Machine-hire and custom work,180,3,,,Dollars per farm,"Amount spent by the operation for custom hauling and other custom work such as land tillage, planting or seeding, harvesting, and soil testing.  Custom work is defined as work preformed by machines and labor hired as a unit.",False,21753,1253.0,MEAN,8.3,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evcwork,Machine-hire and custom work,"{'abb': 'evcwork', 'header': 'Machine-hire and custom work', 'desc': 'Amount spent by the operation for custom hauling and other custom work such as land tillage, planting or seeding, harvesting, and soil testing.  Custom work is defined as work preformed by machines and labor hired as a unit.', 'seq': 180, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVCWORK Machine-hire and custom work'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evoth,Other variable expenses,190,3,,,Dollars per farm,"Includes supplies, motor vehicle registration fees, transportation and storage, and all other general business expenses (for example, fees paid to accountants or attorneys, registration of purebred animals, travel expenses, postage, and magazine subscriptions).",False,30883,10500.0,MEAN,8.9,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evoth,Other variable expenses,"{'abb': 'evoth', 'header': 'Other variable expenses', 'desc': 'Includes supplies, motor vehicle registration fees, transportation and storage, and all other general business expenses (for example, fees paid to accountants or attorneys, registration of purebred animals, travel expenses, postage, and magazine subscriptions).', 'seq': 190, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVOTH Other variable expenses'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evoth,Other variable expenses,190,3,,,Dollars per farm,"Includes supplies, motor vehicle registration fees, transportation and storage, and all other general business expenses (for example, fees paid to accountants or attorneys, registration of purebred animals, travel expenses, postage, and magazine subscriptions).",False,32248,9950.0,MEAN,6.8,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evoth,Other variable expenses,"{'abb': 'evoth', 'header': 'Other variable expenses', 'desc': 'Includes supplies, motor vehicle registration fees, transportation and storage, and all other general business expenses (for example, fees paid to accountants or attorneys, registration of purebred animals, travel expenses, postage, and magazine subscriptions).', 'seq': 190, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVOTH Other variable expenses'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,eftot,Fixed expenses,200,2,,,Dollars per farm,"Represents costs incurred by the farm operation during the calendar year, even when there is no production.",False,173564,102500.0,MEAN,4.6,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",eftot,Fixed expenses,"{'abb': 'eftot', 'header': 'Fixed expenses', 'desc': 'Represents costs incurred by the farm operation during the calendar year, even when there is no production.', 'seq': 200, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFTOT Fixed expenses'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,eftot,Fixed expenses,200,2,,,Dollars per farm,"Represents costs incurred by the farm operation during the calendar year, even when there is no production.",False,174677,111953.0,MEAN,2.1,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",eftot,Fixed expenses,"{'abb': 'eftot', 'header': 'Fixed expenses', 'desc': 'Represents costs incurred by the farm operation during the calendar year, even when there is no production.', 'seq': 200, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFTOT Fixed expenses'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,eftaxes,Real estate and property taxes,210,3,,,Dollars per farm,"Expenses for taxes on farm land, buildings, capital improvements, machines, livestock, and other property.  Includes all taxes paid during the calendar year even though they may have been levied in another year.",False,15501,8622.0,MEAN,4.8,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",eftaxes,Real estate and property taxes,"{'abb': 'eftaxes', 'header': 'Real estate and property taxes', 'desc': 'Expenses for taxes on farm land, buildings, capital improvements, machines, livestock, and other property.  Includes all taxes paid during the calendar year even though they may have been levied in another year.', 'seq': 210, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFTAXES Real estate and property taxes'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,eftaxes,Real estate and property taxes,210,3,,,Dollars per farm,"Expenses for taxes on farm land, buildings, capital improvements, machines, livestock, and other property.  Includes all taxes paid during the calendar year even though they may have been levied in another year.",False,16192,8500.0,MEAN,2.6,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",eftaxes,Real estate and property taxes,"{'abb': 'eftaxes', 'header': 'Real estate and property taxes', 'desc': 'Expenses for taxes on farm land, buildings, capital improvements, machines, livestock, and other property.  Includes all taxes paid during the calendar year even though they may have been levied in another year.', 'seq': 210, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFTAXES Real estate and property taxes'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,efint,Interest,220,3,,,Dollars per farm,"Amount paid by the farm operation for interest on farm business loans and mortgages, land contracts, and other farm loans secured by real estate, finance charges for operating loans, machinery and equipment loans, or any other interest on non-real estate loans.",False,28229,12000.0,MEAN,4.9,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",efint,Interest,"{'abb': 'efint', 'header': 'Interest', 'desc': 'Amount paid by the farm operation for interest on farm business loans and mortgages, land contracts, and other farm loans secured by real estate, finance charges for operating loans, machinery and equipment loans, or any other interest on non-real estate loans.', 'seq': 220, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFINT Interest'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,efint,Interest,220,3,,,Dollars per farm,"Amount paid by the farm operation for interest on farm business loans and mortgages, land contracts, and other farm loans secured by real estate, finance charges for operating loans, machinery and equipment loans, or any other interest on non-real estate loans.",False,28805,11300.0,MEAN,3.0,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",efint,Interest,"{'abb': 'efint', 'header': 'Interest', 'desc': 'Amount paid by the farm operation for interest on farm business loans and mortgages, land contracts, and other farm loans secured by real estate, finance charges for operating loans, machinery and equipment loans, or any other interest on non-real estate loans.', 'seq': 220, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFINT Interest'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,efins,Insurance premiums,230,3,,,Dollars per farm,"Amount spent by the farm operation for Federal Crop Insurance, and the farm share of motor vehicle, liability, and blanket policies which provide more than one year's coverage.",False,30508,19600.0,MEAN,5.8,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",efins,Insurance premiums,"{'abb': 'efins', 'header': 'Insurance premiums', 'desc': ""Amount spent by the farm operation for Federal Crop Insurance, and the farm share of motor vehicle, liability, and blanket policies which provide more than one year's coverage."", 'seq': 230, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFINS Insurance premiums'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
